Title,Abstract,Year,Author,Keywords,Journal,CLC,Removal_Reason
破除“唯定量倾向”为构建中国特色经济学而共同努力——《经济研究》关于稿件写作要求的几点说明,"《经济研究》自创办起,始终以马克思主义为指导,以推动与繁荣中国特色社会主义政治经济学研究为己任,立足中国现实,坚持学术性、时代性、创新性和前沿性,致力于发表研究中国特色社会主义经济建设事业中重大现实问题的高水平理论研究类文章,忠实地为经济理论学习与研究者、经济政策决定与执行者以及社会各界朋友服务,为构建中国特色经济学而努力。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
乡村振兴规划与三生关系问题研究——评《中国农户经济行为与乡村治理》,"2017年10月,中共十九大报告中提出""乡村振兴""的战略,党和国家对""三农""问题的规划又衍生出一个新的表征点""三生""(生产、生态、生活),它对应着""农村、农业、农民"",让以乡村振兴为背景的""三农""问题更加具体和细致,一方面揭示出乡村振兴过程中存在的各种问题与障碍,一方面对党和国家的乡村振兴规划提出落实路径与方法。",2020,华章,,管理世界,,笔谈、书评、序言、访谈或综述等非论文体裁
"强化微观经济理论研究,夯实中国经济学大厦基石——首届中国微观经济理论论坛综述","2016年7月8日,习近平总书记在北京主持召开经济形势专家座谈会时,殷切希望中国经济学界""要加强研究和探索,加强对规律性认识的总结,不断完善中国特色社会主义政治经济学理论体系,推进充分体现中国特色、中国风格、中国气派的经济学科建设""。由于一个社会的所有经济活动都是由具体的经济人或经济组织开展,因此研究其决策行为的微观经济理论就构成了整个经济学的基石。这就意味着,要真正筑起中国经济学的万丈高楼就必须加强微观经济理论的研究。在此过程中,中国学界必须开放包容,充分把握微观经济理论的世界前沿和发展方向,确保我们站在巨人肩上,因为作为研究人理性决策的经济理论具有一般性;同时,我们也有责任将中国经济发展的实践上升到理论高度,使其成为前沿理论的一部分而推动经济学的发展,为人类发展提供一份可供参考的中国智慧。鉴于此,本文将系统梳理微观经济理论研究中的新问题,结合首届中国微观经济理论论坛的研究成果,探讨经济理论研究中的发展方向。",2020,杨其静;刘小鲁;李三希,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
"锐意进取,开拓新时代马克思主义经济学研究的新境界——全国第十三届马克思主义经济学发展与创新论坛综述","新中国成立70年来,经历了从""站起来""、""富起来""到""强起来""的历史飞跃。全面梳理、总结70年来马克思主义经济学在中国的发展历程和理论创新,直面新时代的伟大斗争和伟大实践,研究和引领未来中国经济的高质量发展,成为新时代赋予马克思主义经济学者们的光荣使命。2019年12月1日,由中国社会科学院经济研究所、经济研究杂志社与郑州大学商学院共同举办、河南工业大学经济贸易学院协办的全国第十三届马克思主义经济学发展与创新论坛在郑州大学召开,论坛的主题为""开拓当代中国马克思主义政治经济学研究的新境界""。来自全国50多家科研院所、高等学校的超过110位马克思主义经济学学者们围绕主题进行了热烈而深入的研讨,现将本届论坛的主要成果综述如下。",2020,李中建;王海杰,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
湖南大学金融与统计学院简介,"湖南大学金融与统计学院坐落在美丽的国家风景名胜区岳麓山下,她所依托的湖南大学渊源于全世界古老的高等学府——成立于公元976年的岳麓书院。千余年来,这里学脉绵延,讲习不断,素有""千年学府、百年名校""之美誉,是""211工程""与""985工程""重点建设高校,国家""世界一流",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学和信息经济学创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立中国信息经济学乌家培资助计划,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016-2019年分别进行了一至四届乌家培资助计划的评选。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
2019年中国信息经济学乌家培资助计划公告,"2019年中国信息经济学乌家培资助计划授予清华大学经济管理学院刘登攀教授和中山大学管理学院陈斌副教授。刘登攀教授用经济学模型方法研究了电商在资源约束条件下的优化问题,其成果具有高度",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
2019年中国信息经济学优秀成果公告,"中国信息经济学会自2015年开始,每年进行中国信息经济学优秀成果的评选,以表彰中国信息经济与信息管理领域的年度优秀成果,推动这两个领域的理论创新。优秀成果的评选标准和流程参见学会网站http://www.cies.org.cn/。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
湖南大学金融发展与信用管理研究中心简介,"2006年2月,湖南省人民政府相关职能部门、中国人民银行长沙中心支行等部分中央驻湘单位、企业和湖南大学联合创办跨学科研究机构——湖南大学信用研究中心。2014年中心更名为湖南大学金融发展与信用管理研究中心。现任中心主任兼首席专家为杨胜刚教授。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
财务会计课程结构设计与教学方式研究——评《财务会计教程》(第8版),"财务会计作为会计学专业的主干课程实务操作性非常强,财务会计课程具有较强的实践性,这就需要高校会计学专业在实际教学中不仅要重视理论知识教学与学习,还要重视社会实践的实务能力培养,这样才能适合社会应用型人才培养目标。由美国亨格瑞和森登教授撰写的《财务会计教程》一书,对财务会计课程结构设计与教学方式研究,具有一定的参考价值和意义。这本经典畅销的财务会计教材是为财务报表的使用者编写的,作者通过精心甄选出来的大量真实丰富的公司案例,让读者可以从中学会理解典型公司的年度报告,这些例子大都是选自公司的年度报告,还能指导读者如何利用会计",2020,张勋阁,,管理世界,,笔谈、书评、序言、访谈或综述等非论文体裁
中国社会保障研究现状及展望——第三届中国社会保障理论与政策论坛综述,"一、中国社会保障学科发展现状1883—1889年现代社会保障制度在德国诞生,中国现代社会保障制度则是伴随1949年中华人民共和国成立而建立并逐渐发展起来的。新中国成立70年来,中国社会保障制度经历了两大发展阶段,即1978年之前的传统社会保障制度发展阶段和1978年改革开放后40多年的新型社会保障制度发展阶段。经过改革开放以来40多年的制度变革,中国社会保障已经在整体上实现了从与计划经济体制相适应的""国家—单位保障制""到与市场经济体制相适应的""国家—社会保障制""的",2020,李春根;张仲芳;赖志杰;刘海兰,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
经济研究·高层论坛2020——面向2025年的经济高质量发展,"2020年是全面建成小康社会和""十三五""规划的收官之年。当前,中国经济由高速增长阶段转向高质量发展阶段,推动高质量发展是当前和今后一个时期确定发展思路、制定经济政策、实施宏观调控的根本要求。未来五年是""世界百年未有之大变局""深刻演变的关键期,是中国全面开启现代化强国新征程的起步期。为加快现代化经济体系建设,推动高质量发展,也为未来五年中国经济发展提供智库智慧,进一步推进新时代中国特色社会主义政治经济学的学术研究,中国社会科学院经济研究所继2018年、2019年隆重主办两届""经济研究·高层论坛""",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
新发展理念与中国改革的制度探索——中国制度经济学论坛(2019)综述,"党的十九大报告指出,在贯彻落实新时代中国特色社会主义思想的实践中,要坚持新发展理念,坚持和完善我国社会主义基本经济制度和分配制度。因此,从中国经济进入""新常态""以来,怎样进一步平衡好政府调控和市场配置之间的关系,怎样激活整个社会的创新能力从而引导经济转向高质量的长期发展,怎样在经济全球化的大背景下发展更高层次的开放型经济,对制度经济学界提出了新的论题。为了深入探讨这些问题,制度经济学相关领域的专家学者汇聚一堂,并由山",2020,才国伟;鲁晓东;刘乐淋,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
山东财经大学金融学院诚聘海内外人才,"山东财经大学坐落于享有泉城美誉的国家历史文化名城——济南。学校创建于1952年,是全国早期成立的财经类普通高校之一。金融学院是山东财经大学整体实力雄厚的学院之一,拥有金融学学士、硕士及博士学位授予权,以及应用经济学博士后流动站。金融学科为山东省特色建设重点学科,金融学专业是省部级特色专业。学院在校博士生和硕士生共307人、本科生2548人;现有专任教师96人,其中山东省""泰山学者""、""青年泰山学者""特聘专家各1人,泰山产业领军人才1人,享受国务院特殊贡献津贴专家1人,山东省有突出贡献中青年专家1人,山东省教学名师1人。博士生导师8人,教授27人。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
华东理工大学奥利弗·哈特合同与治理研究中心诚聘天下英才,"奥利弗·哈特合同与治理研究中心(Oliver Hart Research Center of Contracts and Governance)于2019年9月22日在华东理工大学正式成立。研究中心以2016年诺贝尔经济学奖获得者,哈佛大学教授奥利弗·哈特(Oliver Hart)命名,并由华东理工大学荣誉教授,奥利弗·哈特本人担任研究中心主任。研究中心由华东理工大学联合奥利弗·哈特教授,以及上海交通大学、复旦大学和华东师范大学的多位经济学者共同组建。华东理工大学经济学科始建于20世纪80年代中期。彼时来自复旦大学、中国社科院、南京大学等高校和科研机构的一批年轻学者集结于华东理工大学,建立了经济发展研究所,并于",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
主编寄语,"送走2019年,迎来2020年。《经济研究》与经济理论界同仁共同迎来21世纪20年代,我们共同步入21世纪又一个新的十年。这个新年代的开局之年,又是我国全面建成小康社会和国家""十三五""规划的收官之年,这注定2020年是中国经济发展中的不平凡之年。当今世界正处于百年未有之大变局,国际政治经济形势波谲云诡。虽然我国发展环境仍处于战略机遇期,但充满挑战和风险,经济发展环境的不确定性不断增大。从国内看,伴随着我国工业化进程从中期步入到后期,我国经济已由高速增长阶段转向高质量发展阶段,正处在转变发展方式、优化经济结构、转换经济增长动力的攻关期。我国经济发展中的结构性矛盾依然还十分突出,经济下行压",2020,黄群慧,,经济研究,,公告、招聘、宣传或编辑性材料
第三届张培刚发展经济学青年学者奖评选公告,"为促进中国经济学学术进步,推动经济学学科建设,鼓励经济学青年人才的成长,提高中国经济研究水平,张培刚发展经济学研究基金会(以下简称基金会)于2018年特设立""张培刚发展经济学青年学者奖""。张培刚发展经济学青年学者奖每年评选一届,坚持公开、公平、公正的原则,重在发现和表彰在发展经济学相关领域拥有创新性的学术研究成果,并且具有较强科研潜力的中国青年经济学者。本奖评选不收取任何费用。根据《张培刚发展经济学青年学者奖评奖条例》的规定,第三届张培刚发展经济学青年学者奖评选工作于2020年1月启动。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
中国青年经济学家奖(2020)评选公告,"为了更有广度、更有深度地评价与奖励在经济理论、政策及研究方法等领域作出杰出贡献的中国青年学者,促进中国经济理论研究的繁荣和政策建议水平的提高,经中国青年经济学者论坛学术理事会全体成员单位讨论决定,自2019年起,""中国青年经济学家优秀论文奖""变更为""中国青年经济学家奖""。""中国青年经济学家奖""每年评选一次,每次获奖者原则上不超过两人。本奖项坚持公正、公平、公开的原则,严格遵循评奖章程,保持评奖的独立性。2020年中国青年经济学家奖评选活动方案如下:",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
完善基本经济制度推进国家治理体系现代化——学习贯彻中共十九届四中全会精神笔谈,"中国共产党第十九届中央委员会第四次全体会议审议通过了《关于坚持和完善中国特色社会主义制度、推进国家治理体系和治理能力现代化若干重大问题的决定》。这次全会主题重大、事关根本。坚持和完善中国特色社会主义制度,推进国家治理体系和治理能力现代化是关系党和国家事业兴旺发达、国家长治久安、人民幸福安康的重大问题。党中央在这次全会上对这个重大问题进行研究并作出决定,是从政治上、全局上、战略上全面考量,立足当前、着眼长远作出的重大决策,充分体现了以习近平同志为核心的党中央高瞻远瞩的战略眼光和强烈的历史担当。为了更好地学习、宣传与贯彻十九届四中全会精神,本刊邀请我国经济学领域著名的专家学者撰写了这一组文章,以飨读者。",2020,谢伏瞻;蔡昉;江小涓;李实;黄群慧,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
文化经济学的理论维度与实践进路——第五届文化与经济论坛综述,"文化不仅深刻影响宏观经济绩效和微观市场主体决策,其自身演变也显著地受到经济发展的影响。伴随着计量分析手段的革新和实证数据可得性的改善,文化这一被古典经济学遗忘的因素逐步被纳入到现代经济学的规范分析框架中,越来越多的文献开始追踪经济发展背后的文化基因,文化经济学作为文化与经济领域新兴交叉学科,已成为经济学研究的重要分支。总体而言,文化经济学聚焦文化与经济之间的关系,主要研究文化对经济的影响,也即用经济学的理论和方法来分析文化现象和文化问题。中国社会传统文化的独特内涵及其与外来文化之间的交融和碰撞,使这一研究领域更可能根植于本土文化土壤实现理论创新。",2020,李树;邓睿;陈刚,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
新时代宏观影响微观的新视角及微观检验宏观的新证据——第八届宏观经济政策与微观企业行为交叉研究论坛综述,"2019年11月2日,第八届""宏观经济政策与微观企业行为交叉研究""学术研讨会在南京大学商学院顺利召开,会议由中国社会科学院经济研究所《经济研究》杂志社、北京大学财务分析与投资理财研究中心、南京大学商学院、暨南大学管理学院、清华大学中国经济社会数据研究中心、重庆大学经济与管理学院六方联合主办。本次研讨会共收到148篇投稿,经过匿名评审和专家委员会评审,最终确定30篇论文作为报告论文。在论文汇报环节,每篇报告论文由两名专家进行现场点评。来自全国各大高校和科研机构的600多名专家学者、青年教师、博士研究生参加了本次研讨会。",2020,范从来;姜国华;陈冬华;徐巍;姚振晔,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为著名经济学家,中国数量经济学和信息经济学创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立中国信息经济学乌家培资助计划,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016-2019年分别进行了一至四届乌家培资助计划的评选。",2020,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
2019中国信息经济学乌家培资助计划公告,"2019年中国信息经济学乌家培资助计划授予清华大学经济管理学院刘登攀教授和中山大学管理学院陈斌副教授。刘登攀教授用经济学模型的方法研究了电商在资源约束条件下的一系列优化问题,其成果具有高度的创新性和广泛的影响力,并有很强的实践指导性。陈斌副教授围绕主观绩效的契约设计展开了一系列研究,不仅拓展了机制设计的理论研究,而且对现实中的创新激励有重要启示。",2020,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
2020中国信息经济学乌家培资助计划评选公告,"评选对象:(1)年龄不超45周岁的中国国籍学者;(2)在国内外学术期刊上公开发表信息经济和信息管理领域的论文(发表时间不限);(3)论文理论成果具有重要的学术创新性和影响力。资助金额:20万元人民币。资助人数:1-3名。获资助者博士生团队持续资助机制:获资助者指导的博士生团队,在获资助第二年自然获得""中国信息经济学乌家培优秀博士生计划"",",2020,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
乡村振兴与村落传统文化旅游价值研究——评《乡村振兴战略下传统村落文化旅游设计》一书的现实意义,"实施乡村振兴战略是我国振兴农村经济和繁荣农村的一项重大举措,而传统乡村文化旅游资源的开发和利用又是乡村振兴的一项重要内容和措施。深入研究乡村文化旅游资源价值,将文化创意作为传统村落文化旅游的融合突破口,从文化创意与旅游融合角度出发,结合我国各地传统村落旅游发展现状和存在的问题,探究两者深度融合发展的完善措施和策略。为此,由许少辉撰写的《乡村振兴战略下传统村落文化旅游设计》一书,对乡村振兴与村落传统文化旅游价值的研究,具有重要的参考价值和作用。",2024,白天成,,管理世界,,笔谈、书评、序言、访谈或综述等非论文体裁
《经济研究》编辑部关于发布论文扩展资料的公告,"《经济研究》是中国社会科学院主管、经济研究所主办的综合性经济理论类期刊,创办于1955年。本刊坚持学术性、时代性、创新性和前沿性,致力于发表关于中国特色社会主义经济建设事业中重大现实问题的高水平理论研究类文章,在国内外产生了重要而积极的影响,多年多次获得各种奖项。2014年、2018年和2022年,本刊连续被中国人文社会科学期刊综合评价指标体系(AMI)评为“顶级期刊”。",2024,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
海南大学应用经济学科诚聘学术带头人、学术骨干与博士后,"学校简介海南大学是“双一流”建设与“部省合建”高校。根据“软科中国大学发展速度”排名,2017—2022年学校总增量居全国高校第49位,总增速名列前茅,学校实现跨越式发展。现有教职工5000余人,其中专任教师2915人,具有高级职称的教师1688人,在站博士后187人。有中国科学院院士、国家杰出青年基金获得者、国家优秀青年基金获得者、国家教学名师等国家高层次人才69人。入选“全国高校黄大年式教师团队”,涌现出全国优秀教育工作者、全国教书育人楷模、全国优秀教师、全国先进工作者、全国优秀科技工作者、全国五一劳动奖章获得者等优秀典型。",2024,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
“中国信息经济学乌家培资助计划”简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立“中国信息经济学乌家培资助计划”,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016—2023年分别进行了第一届至第八届乌家培资助计划的评选。",2024,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
"聚焦构建高水平社会主义市场经济体制,推动经济高质量发展——学习贯彻党的二十届三中全会精神笔谈","中国共产党第二十届中央委员会第三次全体会议通过的《中共中央关于进一步全面深化改革、推进中国式现代化的决定》指出,党的十一届三中全会是划时代的,开启了改革开放和社会主义现代化建设新时期。党的十八届三中全会也是划时代的,开启了新时代全面深化改革、系统整体设计推进改革新征程,开创了我国改革开放全新局面。以习近平同志为核心的党中央团结带领全党全军全国各族人民,以伟大的历史主动、巨大的政治勇气、强烈的责任担当,冲破思想观念束缚,突破利益固化藩篱,敢于突进深水区,敢于啃硬骨头,敢于涉险滩,坚决破除各方面体制机制弊端,实现改革由局部探索、破冰突围到系统集成、全面深化的转变,各领域基础性制度框架基本建立,许多领域实现历史性变革、系统性重塑、整体性重构,总体完成党的十八届三中全会确定的改革任务,实现到党成立一百周年时各方面制度更加成熟更加定型取得明显成效的目标,为全面建成小康社会、实现党的第一个百年奋斗目标提供有力制度保障,推动我国迈上全面建设社会主义现代化国家新征程。中国式现代化是在改革开放中不断推进的,也必将在改革开放中开辟广阔前景。全党必须自觉把改革摆在更加突出位置,紧紧围绕推进中国式现代化进一步全面深化改革。为深入学习贯彻党的二十届三中全会精神,本刊特邀请国内部分经济学家以“聚焦构建高水平社会主义市场经济体制,推动经济高质量发展”为题撰写笔谈文章,以飨读者。",2024,蔡昉;顾海良;韩保江;潘家华;马海涛;王文举;刘守英;周文;迟福林;王国刚;赵昌文;周颖刚,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
宁波大学商学院简介,"宁波大学商学院创建于1986年,是宁波大学规模最大、发展最迅速的学科性学院。38年来,学院秉承“厚德笃行,弘商致远”的院训,创造商学新知,培养复合型创新型人才,为国家和地方经济的发展做贡献。学院现有专任教师157人,其中教授35人,副教授58人,获国家级和省部级人才称号的教师21人,具有博士学位的教师125人。学院在校本科生2224人,在校硕士、博士研究生1181人。",2024,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
推进中国式现代化建设中华民族现代文明——中国式现代化与中华民族现代文明建设研讨会综述,"2023年6月2日,习近平总书记在文化传承发展座谈会上发表重要讲话,从党和国家事业发展全局战略高度,对中华文化传承发展的一系列重大理论和现实问题作了全面系统深入阐述。习近平总书记指出,在五千多年中华文明深厚基础上开辟和发展中国特色社会主义,把马克思主义基本原理同中国具体实际、同中华优秀传统文化相结合是必由之路,历史正反两方面的经验表明,“两个结合”是我们取得成功的最大法宝。只有全面深入了解中华文明的历史,才能更有效地推动中华优秀传统文化创造性转化、创新性发展,更有力地推进中国特色社会主义文化建设,建设中华民族现代文明。",2024,本刊记者;王梦真;刘洪愧,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
“中国信息经济学乌家培资助计划”简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立“中国信息经济学乌家培资助计划”,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016—2023年分别进行了第一届至第八届乌家培资助计划的评选。",2024,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
浙江大学中国数字贸易研究院简介,"2015年6月,浙江大学中国数字贸易研究院成立。2018年9月,研究院成为浙江省新型高校智库。2019年3月,研究院与阿里巴巴联合成立浙江大学-阿里巴巴数字贸易产教融合研究中心。2019年10月,研究院成为杭州市-浙江大学首批市校战略发展研究平台。2019年12月,研究院成为中国智库索引来源智库。浙江大学中国数字贸易研究院以“专业、前沿、高端、权威”为发展定位,秉承“开源创新、内涵发展”理念,整合浙江大学、全国乃至全球研究力量,主要具备咨政建言、理论创新、人才培养、社会服务等功能,力求打造数字贸易领域国内顶尖、世界一流的高端新型智库,为建设具有中国特色、中国风格、中国气派的世界优秀经济学科和中国特色世界一流大学贡献力量。",2024,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
“中国信息经济学乌家培资助计划”简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立“中国信息经济学乌家培资助计划”,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016—2023年分别进行了第一届至第八届乌家培资助计划的评选。",2024,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
第九届中国信息经济学乌家培资助计划(2024)评选公告,"[获资助者条件](1)在国内外学术期刊发表信息经济与信息管理领域的论文(发表时间不限),其中代表作3—5篇(须为第一或通讯作者);(2)代表作具有重要的学术创新性和影响力;(3)具有中华人民共和国国籍、2024年8月31日前不超过45周岁的学者。[资助计划]资助人数为1—3名,资助总额为20万元人民币。[获资助者博士生团队持续资助机制]本年获资助者指导的博士生团队,次年自然获得“中国信息经济学乌家培优秀博士生计划”资助,资助总额为10万元人民币。后续资助根据首次资助后的学术创新成效而定。",2024,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
《经济研究》关于稿件写作的几点说明与建议,"[中文内容]请作者在初始投稿与后续修改时:1.务必确认稿件的作者姓名、作者顺序(包括通讯作者)、作者单位、资助课题(项目),并将相关信息完整、准确地列于独立于正文的一页(正文中不得出现相关信息)每篇稿件,署名作者不得超过五位,且必须确认一位且仅一位通讯作者(如未清晰确认,第一作者视作通讯作者);每位作者的署名单位不得超过两个(同一单位的不同下设单位分别署名时,",2024,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
新疆大学经济与管理学院简介,"新疆大学经济与管理学院成立于2001年,由原新疆大学经济管理系、经济研究所、人口研究所和原新疆工学院管理工程系四家单位整合而成,学院设有经济系、金融与贸易系、工商管理系和管理科学与工程系。拥有理论经济学科一级学科博士学位授权点和博士后科研流动站,理论经济学和工商管理2个一级学科硕士学位授权点。设有经济学、金融学、国际经济与贸易、工商管理、市场营销、物流管理6个本科专业。",2024,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
安徽财经大学金融学院简介,"安徽财经大学金融学院立足安徽、面向全国、面向现代金融业,致力于培养创新型高素质金融人才,累计培养了2万余名优秀毕业生,为经济社会发展提供了强有力的人才支撑和智力支持。学科专业实力强劲。金融学科作为安徽省高校中最早设立金融学专业的学科,是学校传统优势学科,也是安徽省B类重点学科,在省内始终保持领先地位。学院设有金融学、保险学、投资学、金融工程4个全日制本科专业(其中金融学、投资学、金融工程专业入选国家级一流专业建设点,保险学人选省级一流专业建设点)。拥有金融学、投资经济学2个学术型硕士学位授权点,金融、保险2个专业型硕士学位授予点。有“证券投资学”(2020年获批)“资产配置优化选择虚拟仿真”(2020年获批)和“经济类综合实验”(2023年获批)3个国家级一流课程,其中“证券投资学”为,国家级课程思政示范课程(2021年获批)。",2024,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
“中国信息经济学乌家培资助计划”简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立“中国信息经济学乌家培资助计划”,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016—2023年分别进行了第一届至第八届乌家培资助计划的评选。",2024,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
《经济研究》关于稿件写作的几点说明与建议,"[中文内容]请作者在初始投稿与后续修改时:1.务必确认稿件的作者姓名、作者顺序(包括通讯作者)、作者单位、资助课题(项目),并将相关信息完整、准确地列于独立于正文的一页(正文中不得出现相关信息)每篇稿件,署名作者不得超过五位,且必须确认一位且仅一位通讯作者(如未清晰确认,第一作者视作通讯作者);每位作者的署名单位不得超过两个(同一单位的不同下设单位分别署名时,",2024,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
教育失配经历对企业雇佣决策的影响:来自简历投递实验和在线招聘职位的证据,"伴随我国高等教育扩张进程,劳动力市场中的教育失配现象日渐凸显。本文聚焦高学历者的教育失配经历对企业雇佣决策的影响,通过区分纵向失配和横向失配,分别从劳动力供给侧和需求侧来检验教育失配经历对雇佣决策产生的异质性后果。实证数据来自2023年中国在线联合调查实验项目,该项目通过抓取在线招聘职位和实施简历投递实验来加强因果推断(样本量为37273份)。实验结果表明:第一,教育失配经历对雇佣决策的影响呈现高度异质性。相较于纵向匹配,纵向失配者的简历回应率显著更低,反映出纵向失配潜藏着疤痕效应。相比于横向匹配,横向失配者的简历回应率显著更高,并且主要由横向高配者所驱动,由此揭示出横向高配具有赋能效应。第二,供给侧的性别因素、学校层级和前职公司,显著调节着失配经历对雇佣决策的影响。第三,需求侧的组织产权类型、岗位要求和城市环境,也会显著调节失配经历对雇佣决策的效应。本文揭示出教育失配经历对企业雇佣决策的异质性后果,对于加强高学历者就业质量和推动经济社会高质量发展具有重要意义。",2024,李晓光,教育匹配;过度教育;雇佣决策;简历投递实验;在线招聘职位,管理世界,,公告、招聘、宣传或编辑性材料
《经济研究》关于稿件写作的几点说明,"【中文内容】请作者在初始投稿与后续修改时:1.确认稿件的作者姓名、作者顺序(包括通讯作者)、作者单位、资助课题(项目),并将相关信息完整、准确地列于独立于正文的一页(正文中不得出现相关信息)。每篇稿件,署名作者不得超过五位,且确认唯一一位通讯作者(如未清晰确认,第一作者视作通讯作者);每位作者的署名单位不得超过两个(同一单位的不同下设单位分别署名时,视作不同的署名单位);每位作者的署名资助课题(项目)不得超过两个,且稿件的全部署名资助课题(项目)不得多出署名作者总数两个。",2024,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
第十届“张培刚发展经济学优秀成果奖”评选公告,"“张培刚发展经济学优秀成果奖”是根据张培刚发展经济学研究基金会(以下简称基金会)的宗旨,为推动发展经济学理论创新和中国经济实现高质量发展而设立的,包括“张培刚发展经济学优秀著作奖”与“张培刚发展经济学优秀论文奖”。张培刚发展经济学优秀成果奖每两年评选一届。评选不收取任何费用。根据《张培刚发展经济学优秀成果奖评奖条例》的规定,第十届张培刚发展经济学优秀成果奖评选工作于2024年1月启动。",2024,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
