Title,Abstract,Year,Author,Keywords,Journal,CLC,Record_ID
人民意志:马克思法哲学的思想特质,"在国家制度的确立与实行中充分表达""人民意志"",是马克思深刻批判与根本颠覆传统法哲学致思理路并重构其价值的基石。马克思法哲学的理论本性需要我们超出已有研究范式与路径并从更为宽广的视域来深刻把握其整体脉络和基本特质。对于如何在国家制度的确立与实行中充分表达""人民意志""并由此来实现人的解放的问题,马克思在深刻批判黑格尔法哲学和创立唯物史观的基础上,通过建构""科学社会主义"",既深入考察了相关的""历史条件""并科学揭示完成这一问题的性质,又使无产阶级充分""认识到自己的行动的条件和性质""。因此马克思法哲学必将导向""科学社会主义""的逻辑就呈现在我们的视野中,人民性构成了马克思法哲学的基本特质和逻辑必然。",2020,牟成文,“人民意志”;马克思法哲学;国家制度;科学社会主义,中国社会科学,,CSS_58a7f73a10fd
聚落考古与龙山文化社会形态,"史前聚落考古的丰富研究成果表明,龙山社会在家户形态、经济生活、社会分层、政体形态等层面展现出丰富内涵与重要变化。在此时期,核心家庭上升为社会基本单位的主体,并与社会和生活的诸多变化息息相关。活跃的经济活动建立在集约化之上的专业化生产和社会化倾向开始的基础之上,得到了依托于各级聚落的贸易网络(尤其是区域中心所在城市)的支持。当时社会已出现政治权力意义上的分化,社会分层在层级化的区域社会聚落层面也有着清晰反映,并且可能已经出现了相当集中的政治权力。围绕一个城市形成的区域社会在当时已普遍出现,这种社会具有比较清晰的边界,相互独立,其政体形态当为城邦。",2020,孙波,龙山文化;聚落;区域社会;家户;城邦,中国社会科学,,CSS_9b729f5b9fa9
中国行政体制改革的价值显现,"中国行政体制改革进程基本与市场化进程吻合,并在不同阶段先后呈现出适应市场(高效政府)、稳定社会(服务型政府)与人民满意(人民满意的服务型政府)的基本逻辑和价值取向,而其共同之处则在于回应主要由市场化所塑造的社会差异性。随着全球化、信息化与市场化进程的高度交织,特别是互联网社会对社会结构的影响日益深化,塑造了社会多元性并对行政体制改革带来了新挑战。新时代的中国行政体制改革,既要继续回应社会差异性,又要回应社会多元性,即双向回应。""以人民为中心""的提出,在理论层面是行政体制改革双向回应的价值表达,在实践层面是行政体制改革双向回应的中国方案。未来行政体制改革的要义在于:应对多元性,转变政策制定方式;利用多元性,确认并重新理解社会分歧;建构多元性,以此拓展解决公共问题的路径。",2020,何艳玲,行政体制改革;市场化;互联网;以人民为中心;开放治理,中国社会科学,,CSS_5e5058bb7ed3
论数字货币的法律属性,"自提出比特币概念至今,数字货币已被广泛应用。数字货币是以区块链作为底层技术支持,具有去中心化、可编程性、以密码学原理实现安全验证等特征。关于数字货币的法律属性,总体上有非货币财产说和货币说,其中非货币财产说又有商品说、证券说、数据说等学说。具有代表性的商品说、证券说、数据说等均具有无法逾越的理论困局和现实障碍。回归货币的本质,其作为普遍认可的记账符号,国家或私人银行发行仅是构建货币信用的手段,而非必要条件。相比较传统货币,数字货币正是依赖区块链技术,完成了去中心化的货币信用构建。如此,在数字货币货币说的基础上产生了新货币说,一方面,它为建构数字货币的准货币属性提供法理依据;另一方面,也为渐进完善数字货币立法提供理论基础。可以先确定其为准货币的法律属性,在时机成熟时再确认其货币的法律地位。有必要在立法中确认数字货币作为准货币的法律地位,以此作为逻辑起点建构其作为准货币的系列法律制度。数字货币容易被用于犯罪或者逃避金融管制的工具,必须确定监管主体,构建监管规则。",2020,杨延超,数字货币;比特币;法律属性;监管制度;金融监管,中国社会科学,,CSS_d8d65037c2d7
唯物史观视阈下的中国古代土地制度变迁,"生产资料所有制是社会生产关系的基础。土地是最重要的生产资料。深入剖析研究历史上的土地制度,是理解历史、认识历史、阐释历史的基础,更是理解、认识、阐释文化血脉、文明基因、制度体系,增强文化自信的基础。因此,它始终是中国马克思主义史学的优秀传统与鲜明特征。中国马克思主义史学诞生之后,特别是新中国成立以来,以对封建土地所有制形式问题的探讨为核心,中国古代土地制度研究成果丰硕,成就巨大,在国际史学界独树一帜,广受关注,允称中国风格、气派与气象。改革开放以来,随着新材料的发现和出土资料的增加,加之跨学科方法的运用以及视野的拓展等,史学界对于中国古代土地制度的认识愈加细腻与深入。在中国特色社会主义进入新时代的背景下,怎样在传承中国马克思主义史学优秀传统的基础上作出与新时代相匹配的创新性成就,进而为科学地揭示中国历史发展道路、中国历史发展规律奠定坚实的基础,从""历史的深处""去深刻理解习近平总书记关于""历史决定了我们""等重要论述,推进历史学方面的学术体系建设,我们认为,深入探讨中国古代土地制度演变与国家治理、社会发展的密切关系,应是一个不可缺席的选项。基于这种考虑,我们约请苏州大学社会学院臧知非教授、华中师范大学历史学院周国林教授、河南大学历史文化学院耿元骊教授、首都师范大学历史学院李华瑞教授、上海交通大学人文学院赵思渊副教授、中山大学历史学系刘志伟教授以""唯物史观视阈下的中国古代土地制度变迁""为题,撰写了本组专题文章。他们在继承、总结、分析以往研究成果的基础上,深入探讨了自战国至明清与土地制度变迁密切相关的主要问题。各篇文章均基于详实的史料,从土地所有制的性质、形式,户籍赋税、土地政策、土地法规与土地制度的关系,土地市场的运作实践等方面,阐释了中国古代土地制度演变的实质、特点与规律,反映了新时期中国古代土地制度研究的新成果及趋向,代表了新时代相关研究的水平。这是继史学界""五朵金花""问题讨论之后,又一次集中性地讨论中国古代土地制度问题。我们期待这组文章能够起一个示范作用,在守正创新的原则下,对建设中国特色社会主义新时代的中国马克思主义史学有所助益。当然,虽经外审专家严格审稿与编辑部认真编辑,由于视角与见解的不同,各文稿应尚有值得商榷之处。我们期待着学术界同人的批评指正。",2020,臧知非;周国林;耿元骊;李华瑞;赵思渊;刘志伟,,中国社会科学,,CSS_f52687f7c6da
创立习近平新时代中国特色社会主义思想是文化主体性的最有力体现,"创立习近平新时代中国特色社会主义思想是文化主体性的最有力体现。深刻领会树立文化主体性这一重大命题,需要对其本身进行思考。一方面,树立文化主体性自身即为新时代文化建设的主题和使命,这是由新时代所处的百年变局同民族复兴相交织的历史方位决定的。习近平总书记深刻把握到新时代文化建设的主题和使命,最为有力地体现了高度自觉的文化主体性。另一方面,经由文化自信建立起强大的文化自我、树立文化主体性,这是贯穿习近平文化思想始终的主题。不仅如此,还要领悟树立文化主体性对于实现民族精神独立、捍卫经济和政治等诸领域成就、将“五位一体”总体布局统括为一个实践总体的重要意义,“第二个结合”对于树立文化主体性的决定性意义,特别是要深入认识建设中华民族现代文明中蕴含的文化主体性意义。",2024,张志强;杨洪源,习近平文化思想;文化主体性;“第二个结合”,中国社会科学,,CSS_2e060c511f3f
文明现代性:中国式现代化的历史形态,"现代性孕育于特定的文明母体之中,不是脱离于现实物质生产的高头讲章。文明现代性作为一个标识性概念,提供了认识现代性的一种历史框架,即深入到历史必然性与历史多样性相统一的问题域来界定现代化的历史形态。中国式现代化探索经历了“器物—制度—文化—文明”的历史转变,是一个逐步深化的历史进程。中国共产党坚持“两个结合”,从文明高度推动现代化发展,带领中国人民走出了中国式现代化道路。中国式现代化之所以历史地成为可能,关键在于其自身既顺应人类文明发展、社会主义文明发展的历史规律,又遵循中华文明现代转型的历史要求,形塑了新的文明现代性。",2024,项久雨,中国式现代化;文明现代性;历史形态;人类文明新形态,中国社会科学,,CSS_ba432df39a14
中国共产党文明观的生成逻辑,"文明观集中体现了人们对待不同国家、不同民族文明的观点和态度,是对如何看待文明、不同文明之间关系、人类文明未来走向等一系列问题的解答。中国共产党在推进中国式现代化的过程中,既巩固长期执政的现实基础,又不断探寻文明发展规律,推进党的理论创新,形成了系统的中国共产党文明观体系。中国共产党文明观是特定理论语境、文化背景、实践根基和主体立场的产物,也是多重因素交织作用的理论成果。马克思主义文明观和中华传统文明观构成中国共产党文明观的“魂脉”和“根脉”;党领导人民百余年来的文明探索,是中国共产党文明观形成的重要实践基础;中国共产党人的文化主动奠定了中国共产党文明观得以生成的主体自觉。",2024,张波,文明观;中国共产党;中国式现代化,中国社会科学,,CSS_ebf49f101adf
网络文学批评的四重视野,"网络文学是一个需要从多维度整体性观察的文学事实。针对当下网络文学批评存在的主要问题,结合网络文学生产实践和发展进程,可以从四个方面进一步拓展与构筑网络文学的批评视野。马克思主义的总体性视野是网络文学批评的根本视野,唯物史观要求把网络文学作为社会生产和再生产的一部分加以考察,辩证唯物主义有助于把握网络文学生产中的具体现实和矛盾现象;新媒体时代数字人文视野是了解网文生产机制的必要条件,数字媒体技术深刻改变了文学活动形态,媒介革命带来的新的媒介环境、大数据算法和生成式人工智能的应用,不断重塑网络文学的生产形态;网络文学现场的情景化视野,使批评能够以沉浸观察的方式触摸网文活动的机理,并在“整体性情景”中把握网文生产的复杂性;“争取新文明”的想象性视野,则有助于在人类文学活动的绵延中、在中国式现代化进程中,重新定位网络文学并从中发掘先进的文学生产力。",2024,乔焕江,网络文学批评;总体性;数字人文;情景化;新文明,中国社会科学,,CSS_9495f7e2e6f9
数字时代劳动关系概念及认定规范的中国表达,"为克服现有劳动关系概念和认定规则的缺陷,应对平台用工兴起的规则需求,矫正司法实践存在的偏差,我国有必要通过立法对劳动关系概念及其认定方法进行规定。劳动关系的本质属性依然是从属性,核心是人格从属性。从属性可从人格从属性、经济从属性和组织从属性三个角度加以考察,但三个从属性互有交叉,并非泾渭分明。劳动关系概念及其认定的规则体系建构应充分考虑数字时代的特点,规范表达应包含立法和行政意见或司法解释等不同层面的多种形式,在规则的确定性、稳定性和灵活性之间寻求平衡。在规则建构中应积极借鉴域外有益经验,并充分利用本土已有规则和实务资源。在劳动关系认定上,应把握从属性的合理程度,并对劳动者是否具有劳动自主性进行实质判断。",2024,谢增毅,劳动关系;劳动者;平台用工;从属性,中国社会科学,,CSS_3c3e2ffa5e58
农村历史性变革对中国式现代化的奠基性影响,"中国式现代化道路之所以能够形成并取得举世公认的巨大成就,其中一个极为重要的基础性原因,就在于自新中国成立七十多年以来中国农村所进行的一系列成功的历史性变革。从中国式现代化基本制度构建的维度看,这些历史性变革具有极为重要的奠基性影响;从中国式现代化物质基础得以形成的维度看,其作出了奠基性贡献;从中国式现代化内生动力的维度看,其具有不可或缺的、可持续的积极促进意义;从中国式现代化安全推进的维度来看,其具有不可或缺的重大保障意义。从一定意义上讲,不了解农村的这些历史性变革,就不可能解释中国式现代化的何以塑就、何以不同于其他国家的现代化道路以及中国式现代化何以持续健康前行的一个不可或缺的基础性原因。",2024,吴忠民,农村历史性变革;基本制度;物质基础;内生动力;安全推进,中国社会科学,,CSS_18caf8fe8ebd
中国式现代化的生态文明意蕴,"历史唯物主义的理论叙事没有将人与自然的有机联系排除在历史进步观念之外。西方现代性在历史向世界历史转变过程中的一个严重的负面后果,是人在与自然、共同体以及自我的三重疏离中失去了平衡。中国式现代化在谱写新文明形态过程中确立了生态实践路向,开辟了人与自然和谐共生的现代化新道路。习近平生态文明思想,创造性地发展了历史唯物主义理论,在引领中国式现代化生态实践中,致力于人与自然和谐共生的生命共同体建构,以生态和绿色赋予了中国式现代化以显著特征和本质要求。",2024,袁祖社,中国式现代化;生态实践;生态文明;文明意蕴,中国社会科学,,CSS_dc134a617198
政府治理中社会整体利益的法治实现,"社会整体利益是全体社会成员的共同利益,中国的政府治理以实现社会整体利益为重要目标,法治是这一实现过程的保障。政府治理的组织、职能和规范体系为实现社会整体利益塑造了主体、行为和规则基础。应在党的领导下,坚持形式法治和实质法治建设并重,以社会整体利益最大化、平衡协调和实质公平为理念,形成对政府治理的有效激励、及时纠错和科学问责;以治理分权、治理竞争、公私融合为核心完善政府治理的组织基础,以利益平衡、精准治理和公共产品供给为核心完善政府治理的具体职能,深化政府治理决策的合理性审查与后评估;完善政府治理的公共实施机制和私人实施机制。",2024,冯辉,社会整体利益;国家治理;政府治理;形式法治;实质法治,中国社会科学,,CSS_521bfda58838
原创性概念和标识性概念——建构中国自主知识体系的概念基础,"原创性概念和标识性概念是构成新的知识体系不可或缺的概念基础。建构中国自主知识体系,其实质内容是用中国道理总结好中国经验,提炼出有学理性的新理论,概括出有规律性的新实践,从而把中国经验提升为中国理论;其主要标志则是实现“术语的革命”,赋予概念以新的思想内涵、时代内涵和文明内涵,形成一系列原创性、标识性概念。“原创性概念”凸显的是其所实现的“术语的革命”,“标识性概念”则不仅具有“原创性”,而且凸显特定知识体系的“主体性”和“自主性”。提炼原创性、标识性概念,实现“术语的革命”,是建构中国自主知识体系的最为重要的概念基础。",2024,孙正聿,中国自主知识体系;原创性概念;标识性概念;术语的革命,中国社会科学,,CSS_22ba90fcbc38
习近平文化思想的原理性贡献,"文化关乎国本、国运。2023年在中国历史研究院召开的文化传承发展座谈会的重要讲话中,习近平总书记再次重申了这一判断,并着重说明:“这段时间,我一直在思考推进中国特色社会主义文化建设、建设中华民族现代文明这个重大问题”,(1)习近平总书记还特别强调,正是这一点,是召开这次座谈会的原因。这表明,习近平总书记是把文化建设提升到中华民族现代文明建设的高度来看待的,是把文化化建设提升到国本和国运的意义上来把握的。",2024,张志强,,中国社会科学,,CSS_80374f02d42d
马克思的文明理论与建设中华民族现代文明,"文明是人类社会进步的显著标识。马克思揭示了人类文明的结构特征、发展目标等,强调未来文明是能够实现每个人自由全面发展的文明。中华民族现代文明是在马克思主义基本原理同中国具体实际相结合、同中华优秀传统文化相结合的历史进程中逐渐形成发展起来的,是社会主义社会形态的文明,也是中华文明与世界文明交流互鉴的文明。建设中华民族现代文明要深入研究马克思的文明理论,不断推进中国式现代化,在广泛吸收借鉴人类文明成果的基础上,推动中华优秀传统文化创造性转化、创新性发展,推动中华文明走向世界,为促进人类文明进步贡献中国智慧和中国方案。",2024,段妍,马克思;文明理论;中华民族现代文明;人类文明新形态,中国社会科学,,CSS_6175f1a33633
国家治理的空间建构——行政区划调整的时空逻辑与新时代的关键议题,"行政区划型构了国家治理的空间载体。基于职能导向论的基本立场归纳新中国行政区划的调整逻辑,可以发现:鉴于政府职能的动态性和相对稳定性,调整逻辑表现出鲜明的时代分布;政府职能的纵向分异和政区属性差异,又使得调整逻辑呈现出明显的空间分布;时代与空间的交织构成了锚定新中国行政区划调整逻辑的时空坐标体系。以新时代行政区划调整的时空逻辑为分析起点,结合政策转向和宏观环境变化,助推超大特大城市高质量发展、推动收缩型城市转型发展与“小县”重组、助力基层治理现代化构成了新时代持续优化行政区划设置的关键议题。",2024,赵聚军,国家治理;行政区划;政府职能;自主知识体系,中国社会科学,,CSS_d2c65a942f7b
中国古代农牧政权地缘结构转换与“大一统”国家建构,"汉唐时期高强度的农垦、超载的畜牧业和自然环境的变迁,导致唐中期以后阴山南北难以兴起强大的游牧力量,而燕山南北经过长期的文化交融和各民族的共同开发,成为北方游牧政权新的政治中心。在游牧政权中心西东转换的同时,中原农耕王朝政治重心也由关中平原东移至洛阳、开封一带,农牧政权政治重心地缘格局形成“阴山—关中”“燕山—中原”两个前后相继的南北互动交融轴心。在这两个南北对应的交融轴心之下,历代王朝为实现兼跨农牧两大区域的“大一统”国家建构进行了长期探索。辽朝以后,处于农牧区交互地带的燕山南北,成为推动农牧区整合、实现“大一统”国家建构的关键区域。",2024,刘壮壮,游牧政权;阴山;燕山;地缘特征;南北整合,中国社会科学,,CSS_42cfdd1b73cc
授权资本制的中国运行机理,"从认缴制到授权资本制,是我国公司资本制度改革的重大理论飞跃,标志着股份有限公司融资法治现代化时代的来临。授权资本制的关注重心在于公司融资自主权与新旧股东利益平衡。公司章程或股东会授权董事会发行股份,既方便公司设立,又重塑公司融资治理的权力分工,突出董事会的决策者地位。授权资本制与类别股、实缴制相结合,既满足不同偏好的投资者需求,打开公司与股东间的新型资本类交易通道,又减少公司注册资本虚化等问题。对于新旧股东的利益平衡与救济之道,在股东优先认购权章程选入模式下,须以强化董事受信义务作为支撑,辅以新股发行主要目的审查与瑕疵之诉的司法救济。",2024,傅穹,授权资本制;股份有限公司;董事会决策;类别股份,中国社会科学,,CSS_3cd0a31066e7
侯外庐的社会史研究及其理论贡献,"侯外庐先生通过研究中国古代历史,对马克思的亚细亚生产方式作出合理的解读,指出中国古代走了“家族—国家”的维新路线,与西方古代“家族—私产—国家”的路线不同,并对维新路线下的中国古代社会作了分析、说明,将中国的历史实际与马克思主义基本原理相结合,用中国的材料去丰富和发展马克思主义历史理论,具有方法论的意义。侯外庐指出封建社会前期,具有统治地位的是封建土地国有制,提出要区分所有权、占有权和使用权,将地主阶级分为皇族地主、豪族地主和庶族地主。封建社会后期,明清之际江南等地区出现了资本主义萌芽,在思想领域则出现了早期启蒙思潮,马克思的社会发展理论同样适用于中国社会,需要从普遍性和特殊性的角度对中国历史发展作出总结和探索。",2024,梁涛,侯外庐;社会史研究;亚细亚生产方式;土地国有;资本主义萌芽,中国社会科学,,CSS_6941000a7be2
中国式现代化的文化形态——基于唯物史观的考察,"中国式现代化的文化形态是中国式现代化实践经验在思想观念上的凝练和升华。文化的特殊属性和功能决定了中国式现代化的文化形态的双重内涵,既是对中国式现代化的文化建设内容的观念反映,也是对中国式现代化的“五位一体”建设内容的观念反映。从唯物史观视域研究中国式现代化的文化形态,不仅对我们理解文化与文明的内在关系,把握中国式现代化的理论基础与实践经验,进而形成对中国式现代化的整全性认识具有重要意义,而且对我们如何在破解“古今中西之争”的基础上,更好地担负起新的文化使命,建设中华民族现代文明,创造人类文明新形态也具有重要意义。",2024,周丹,唯物史观;中国式现代化的文化形态;中华民族现代文明,中国社会科学,,CSS_2cc31ed540a8
以发展谋福祉:中国特色社会政策理念与实践路径,"中国特色社会政策是中国式现代化道路的重要组成部分,突破和超越传统的社会政策模式讨论,系统性认识和评价我国的社会政策是中国式现代化研究的关键环节。基于2003年以来社会支出数据和有关文件内容,通过对社会保护型政策、社会投资型政策、积极就业政策、劳动力市场规制四类政策的分析,可以全面动态地回顾过去二十多年我国社会政策的发展。分析表明,以发展谋福祉是我国社会政策的特色理念所在。“发展”是一以贯之的目标,以系统观念作为认识和改造世界的基本方法论,应抓住主要矛盾带动全局,采取问题导向和渐进改革的发展策略,在推动高质量发展过程中谋划社会政策的未来。",2024,房莉杰;潘桐,中国式现代化;社会政策;高质量发展;共同富裕,中国社会科学,,CSS_65e816fbe2e0
近代乡民的活动圈层与行为边际,"传统农业社会在土地的制约下,村庄、农田构成村民的生活圈与生产圈,从村庄进入集市从事交易构成社交圈。三个圈层中,社交圈的空间范围不仅成为村民行为边际,而且通过集期相互交错的集市,将参与交易的村庄纳入共同的集市交易空间内,并构成共同客源区。客源区的边界就是村民社会行为的边界,与村民相关的婚姻、基层管理、祭祀等社会交往均在这一范围内。中国乡村依托集期的相互交错,构成的客源区并非一个,每个客源区都具有独立性,彼此之间交往甚少,平行存在于乡村大地上。",2024,韩茂莉,传统乡村;村民社会空间;村民行为边际;集市;集期,中国社会科学,,CSS_f60db77bbed5
文明创新发展的中国表达,"文化是一个国家、一个民族的灵魂。党的十八大以来,习近平总书记着眼强国建设、民族复兴的战略全局和长远大局,围绕新时代文化建设提出了一系列富有原创性、时代性、指导性的重大思想观点论断,内涵丰富、论述深刻、系统完整、逻辑严密,是新时代党领导文化建设实践经验的理论总结,丰富和发展了马克思主义文化理论,构成了习近平新时代中国特色社会主义思想的文化篇,形成了习近平文化思想。",2024,秦龙,,中国社会科学,,CSS_f00aafbbd6c9
再析马克思恩格斯关于鸦片战争的论述,"在鸦片战争问题上,马克思恩格斯始终站在中国人民和反侵略斗争一边,不但揭露了英国殖民主义者从事鸦片贸易活动和发动侵华战争的真实动机,对英军的侵略暴行进行了严厉谴责,而且对中国军民反侵略斗争的正义性和合理性作了申辩,并对鸦片战争的性质、结果和影响作了精辟阐述,充满辩证法和历史唯物主义的思想光辉,提出许多迄今仍具有指导性的观点和判断。对于鸦片战争的性质,西方殖民者一直进行粉饰、歪曲和美化,将鸦片战争看作东西方两种不同文化的冲突,文明与野蛮、进步与落后的冲突,将战争责任归咎于中国的排外和闭关政策。为批驳这些严重歪曲事实的谬论,有必要回到经典,对马克思恩格斯关于鸦片战争的论述再作深入完整探析。",2024,崔志海,马克思;恩格斯;鸦片战争;殖民主义,中国社会科学,,CSS_82d29d2a9c4a
马克思社会发展理论与中国式现代化,"深化中国式现代化理论研究,构建中国式现代化理论体系,既要加强实践经验总结,又要加强马克思社会发展理论研究,以夯实其理论基础。马克思社会发展理论就其基本内容而言,包括两大层次:一是关于社会发展的一般理论,二是关于现代社会发展的具体理论。马克思关于现代社会发展的理论主要是通过现代社会的剖析形成的。马克思研究现代社会发展有其独特的方法论,主要体现为总体性方法、比较研究方法、历史分析方法、宏观与微观相结合的方法等。在新的历史条件下,要彰显马克思社会发展理论,重要的是抓好这样一些着力点:激活马克思社会发展理论的思想资源,加强中国式现代化的学理性阐释,推进经验到理论的提升,推动发展理论的对话交流。",2024,丰子义,现代化理论;马克思社会发展理论;现代社会;中国式现代化,中国社会科学,,CSS_2cdc068b8429
财税法一体化的理论逻辑与实践转向,"现代国家财税治理的权利本位观念、体系规范理路和整体主义进路,共同证成和揭示了财税法一体化的理论与实践逻辑。财税法一体化以形成统一多元的法律价值、融贯协调的法律体系和整体协同的法律治理为具体内涵,旨在构建财税法的整体法学形象与整体法治秩序。应在权利保障法的语境之下,确立层次清晰、内容分明的财税法律价值体系;在新兴领域法的定位之下,建构整体与部分统筹融合的财税法律规范体系;在现代治理法的范式之下,促成政府、市场与社会关系协调的财税法律治理格局。",2024,蒋悟真,财税法;一体化;法典化;法律体系;整体性治理,中国社会科学,,CSS_8238653bb096
明代家族社会转型及其观念变迁,"宋代是中国家族制度及家族社会发展的关键时期,宋代的儒者为后世家族制度及家族社会的建构,设计出一种较为符合宋代社会现实的方案。到了明代,随着社会与经济的不断变迁,家族制度及家族社会的建构朝着更加贴近社会现实的方向演变。明代以来民间家族在血缘传承上的变通与拟制,与宋儒设计的纯洁血缘传承的理念相去甚远。明代家族逐渐走出本家族的畛域,进入地方社会的竞争与协作的事务之中。经过一二百年社会实践的调试,明代家族形成了一个多种矛盾同时存在并且相互结合的“多元”结构。明代家族制度及家族组织的这一变迁,适应了明代社会变迁的整体趋势。清代至民国时期,中国的家族制度及家族社会基本在明代的影响下运行。",2024,陈支平,明代;家族;社会;变迁,中国社会科学,,CSS_16ee35937031
共同富裕的中国逻辑,"共同富裕在中国有着深厚的历史文化底蕴和鲜明的社会制度逻辑。作为社会理想,体现了中华民族源远流长的精神追求,家国情怀、民胞物与的共同体观念深刻塑造着中国人的精神世界;作为根本原则,让以劳动为尺度的社会主义制度本质属性在中国特色社会主义实践中得到坚定贯彻与现实展开;作为现实实践,顺应历史规律与发扬历史主动相得益彰,政党先进性与政策策略科学性同向发力,共同富裕的路线图越来越清晰;作为中国方案,于多样与分化中熔铸真实共同体,在发展与进步中涵养科学富裕观,贡献出现代化进程中构建人类文明新形态的国家样本。中国推动共同富裕的历史实践,不仅在哲学意义上拓展了对“共同”的时代理解,也在文明意义上标注出“富裕”的时代高度。",2024,辛鸣,共同富裕;文化传统;社会主义;历史主动;中国方案,中国社会科学,,CSS_c3475038430e
罪刑关系的体系化及其实现,"罪刑关系所涉及的范畴、内容以及要素等需要立足于系统思维,通过关系网络和“群”的概念、框架来把握。罪刑关系既是罪刑相互作用、相互制约的辩证关系,也是刑法、刑事法律规范以及行政法律规范等之间有关罪刑运用的整合化、系统化关系。法治建设的制度化、规范化、程序化为新时代我国罪刑关系的体系化指明了方向。罪刑关系在价值目标上应当实现由偏重秩序维护转向秩序维护与人权保障并重、由偏重结果正义转向结果正义与分配正义并重、由多极化转向一体化、由粗放化转向精细化。罪刑关系的体系化需要以罪刑体系与结构的体系化为基础,在确保逻辑优化与价值评价活性化的同时,通过双轨化制度的构建、罪刑体系的贯通以及罪刑关系的内外协同来实现。",2024,彭文华,罪刑关系;罪刑规范;犯罪体系;刑罚结构和体系;刑事一体化,中国社会科学,,CSS_6f8d53411d08
数字社会发展与中国政府治理新模式,"数字时代的中国政府治理正在发生深刻变化,超出了既有国家治理理论的解释边界,对“行政发包制”“上下分治的治理体制”“国家治理的制度逻辑”等理论都构成挑战。通过建构数字社会发展与政府治理变革的分析框架,并用其解读数字金融领域的政府治理现象,可以发现,数字技术的广泛应用在实体空间之上创造了数字空间,产生“数实相融”的新型治理情境,给多层级政府治理带来三个关键性变化,即信息优势的上下分化、属地原则的效能衰减、社会风险的规模放大。这些变化成为驱动当代中国政府治理变革的重要因素,使得多层级政府出现“上下共治”的治理模式,它既不同于“行政发包”“上下分治”,也不同于“垂直管理”“高度关联”,是一种亟待深入研究的政府治理变革新趋势。",2023,向静林;艾云,数字社会;政府治理;数实相融;上下共治,中国社会科学,,CSS_d6e4f5e41465
“旅游中国”:四十年旅游发展与当代社会变迁,"在全面总结改革开放40余年来中国旅游发展的历程、特征和趋势的基础上,将“旅游中国”作为一种新的研究范式,突破将“旅游”与“社会”视为两个独立并行领域的二元思维,可对中国旅游发展与社会变迁互嵌交织的复杂图景展开更具整体性、整合性和历史深度的刻画。党的十八大以来,中国旅游发展“黄金十年”的社会效应已远远溢出其经济产业属性:对内,旅游是体现人民主体性、创建和美家园、塑造美好生活的重要力量,旅游即社会生活,进而在中国多区域、多民族、多文化的历史与现实语境下,通过构筑互动交流的旅游“融空间”助力铸牢中华民族共同体意识;对外,通过入境旅游、出境旅游和旅游外交讲好中国故事,有助于在全球互动中推进文明互鉴,增进文化自信。旅游已成为推进中国式现代化、对话世界的重要舞台。",2023,孙九霞;李菲;王学基,中国社会变迁;中国旅游发展;旅游中国;旅游“融空间”,中国社会科学,,CSS_e54abed2c879
工业化以来西欧的“乡村城市化”,"对于工业化以来西欧的“乡村城市化”,应当按照马克思相关论述从三个维度予以认识:其一是马克思所强调的乡村从属于城市、城市实现对乡村的支配;其二是马克思曾亲历的乡村地区城镇化、乡村人口日益城市化,包括乡村人口向城市大规模集中和转移的现象;其三是乡村城市化也蕴含乡村生活方式和经济社会关系等“类”城市化、城乡平等融合并一体化发展的走向。对西欧“乡村城市化”的认识不能停留于字面,应在领会马克思论述之精髓的基础上,深刻认识工业化时代乡村从属于城市的实质,切实吸取乡村受到冲击和损害的教训,充分肯定乡村城市化对于推进城市化的意义,积极把握城乡平等融合且一体化发展的走向。",2023,刘景华,工业化;西欧;乡村城市化;城乡关系,中国社会科学,,CSS_966736bc0c1b
新时期以来中国城市文学的现代化叙事,"新时期以来,城市文学和中国的现代化进程同步发展。城市文学的现代化叙事在当代文学中产生重要影响。作家深入城市的物态风景与城市人的精神世界,围绕城市现代功能提升、经济体制改革、城乡融合发展、文化人格塑造等问题展开书写,想象城市和城市人的理想形态,确立了“城的现代化”与“人的现代化”双向互动的叙事路径。“人的现代化”作为城市文学现代化叙事的价值内核,以人在城市中的现代化体验为纽带,彰显城市人精神的多向性特质,探究理想的市民伦理道德。进入新时代,城市文学的现代化叙事追求“诗”与“思”的双重深化,立足于全面建设社会主义现代化国家的任务,以丰富人民精神世界为目标,及时发现、关注新兴社会群体,营造理想的城市人文氛围,厚植城市精神品格,为推进和拓展中国式现代化提供文化支持。",2023,卢桢,中国城市文学;现代化叙事;城市想象;人的现代化,中国社会科学,,CSS_df882c0be980
唯物史观视域中的人类文明新形态,"在西方思想传统中,人类文明具有多种样态和表达,为文明形态赋予了虚构性、绝对化和抽象性特质。马克思把人类文明形态从“神话”“精神”和“事实”拉回到人类社会历史本身,开创了解释人类文明发展的新范式。在唯物史观视域中,人类文明形态在历史规律中实现了“逻辑证成”,在社会形态中实现了“历史生成”。在历史规律和社会形态展开的逻辑中,人类文明新形态超越了资本主义文明,是社会主义文明的实践展开。人类文明新形态之“新”,即新在它的批判性、超越性、前瞻性和生成性,新在它开创了人类文明发展的新动向、人的解放的新途径和人类发展的新前景。在当代中国实践中,人类文明新形态是中国式现代化的独特表达。",2023,黄建军,人类文明新形态;唯物史观;中国式现代化;文明,中国社会科学,,CSS_e8dc01ebbed5
